question,pororo_ner
"팔꿈치에 생긴 구획 증후군을 빨리 치료하지 않을 시, 쓸 수 없게 되는 신체 조직은?","[('팔꿈치', 'ANIMAL'), ('에', 'O'), (' ', 'O'), ('생긴', 'O'), (' ', 'O'), ('구획 증후군', 'TERM'), ('을', 'O'), (' ', 'O'), ('빨리', 'O'), (' ', 'O'), ('치료하지', 'O'), (' ', 'O'), ('않을', 'O'), (' ', 'O'), ('시,', 'O'), (' ', 'O'), ('쓸', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('없게', 'O'), (' ', 'O'), ('되는', 'O'), (' ', 'O'), ('신체', 'O'), (' ', 'O'), ('조직은?', 'O')]"
양희가 찬사를 보낸 이는?,"[('양희', 'PERSON'), ('가', 'O'), (' ', 'O'), ('찬사를', 'O'), (' ', 'O'), ('보낸', 'O'), (' ', 'O'), ('이는?', 'O')]"
시집 《하늘과 바람과 별과 시》를 출간한 사람은?,"[('시집', 'O'), (' ', 'O'), ('《', 'O'), ('하늘과 바람과 별과 시', 'ARTIFACT'), ('》를', 'O'), (' ', 'O'), ('출간한', 'O'), (' ', 'O'), ('사람은?', 'O')]"
통일된 조지아 왕국의 초대 왕은 누구인가?,"[('통일된', 'O'), (' ', 'O'), ('조지아 왕국', 'LOCATION'), ('의', 'O'), (' ', 'O'), ('초대', 'O'), (' ', 'O'), ('왕', 'OCCUPATION'), ('은', 'O'), (' ', 'O'), ('누구인가?', 'O')]"
시라토리가 군사재판에 회부된 죄목은?,"[('시라토리', 'PERSON'), ('가', 'O'), (' ', 'O'), ('군사재판에', 'O'), (' ', 'O'), ('회부된', 'O'), (' ', 'O'), ('죄목은?', 'O')]"
리스 옐친이 비평한 헌법은 어디에 근거하고있나요?,"[('리스 옐친', 'PERSON'), ('이', 'O'), (' ', 'O'), ('비평한', 'O'), (' ', 'O'), ('헌법', 'CIVILIZATION'), ('은', 'O'), (' ', 'O'), ('어디에', 'O'), (' ', 'O'), ('근거하고있나요?', 'O')]"
싯다르타가 부처에 의해 깨달음을 얻은 후에 헤어진 인물은?,"[('싯다르타', 'PERSON'), ('가', 'O'), (' ', 'O'), ('부처', 'PERSON'), ('에', 'O'), (' ', 'O'), ('의해', 'O'), (' ', 'O'), ('깨달음을', 'O'), (' ', 'O'), ('얻은', 'O'), (' ', 'O'), ('후에', 'O'), (' ', 'O'), ('헤어진', 'O'), (' ', 'O'), ('인물은?', 'O')]"
베이역이 운행을 시작한 해는 언제인가?,"[('베이역', 'LOCATION'), ('이', 'O'), (' ', 'O'), ('운행을', 'O'), (' ', 'O'), ('시작한', 'O'), (' ', 'O'), ('해는', 'O'), (' ', 'O'), ('언제인가?', 'O')]"
마오쩌둥 사상에서 다른 사상으로 바꾼 사람들은 어느 나라 사람인가?,"[('마오쩌둥', 'PERSON'), (' ', 'O'), ('사상에서', 'O'), (' ', 'O'), ('다른', 'O'), (' ', 'O'), ('사상으로', 'O'), (' ', 'O'), ('바꾼', 'O'), (' ', 'O'), ('사람들은', 'O'), (' ', 'O'), ('어느', 'O'), (' ', 'O'), ('나라', 'O'), (' ', 'O'), ('사람인가?', 'O')]"
워싱턴-스펜서 토지 허용의 재측량을 지시한 도시는?,"[('워싱턴', 'LOCATION'), ('-', 'O'), ('스펜서', 'LOCATION'), (' ', 'O'), ('토지', 'O'), (' ', 'O'), ('허용의', 'O'), (' ', 'O'), ('재측량을', 'O'), (' ', 'O'), ('지시한', 'O'), (' ', 'O'), ('도시는?', 'O')]"
베토벤의 절친이 작품 출간을 위해 부가한 별칭은?,"[('베토벤', 'PERSON'), ('의', 'O'), (' ', 'O'), ('절친', 'CIVILIZATION'), ('이', 'O'), (' ', 'O'), ('작품', 'O'), (' ', 'O'), ('출간을', 'O'), (' ', 'O'), ('위해', 'O'), (' ', 'O'), ('부가한', 'O'), (' ', 'O'), ('별칭은?', 'O')]"
도쿄 내 모든 대학교 중 가큐슈인 본 캠퍼스에만 있는 시설은?,"[('도쿄', 'CITY'), (' ', 'O'), ('내', 'O'), (' ', 'O'), ('모든', 'O'), (' ', 'O'), ('대학교', 'O'), (' ', 'O'), ('중', 'O'), (' ', 'O'), ('가큐슈', 'LOCATION'), ('인', 'O'), (' ', 'O'), ('본', 'O'), (' ', 'O'), ('캠퍼스에만', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('시설은?', 'O')]"
"청소년 유해 매체물로 평가될 시, 방송될 수 없는 시간은?","[('청소년', 'CIVILIZATION'), (' ', 'O'), ('유해', 'O'), (' ', 'O'), ('매체물로', 'O'), (' ', 'O'), ('평가될', 'O'), (' ', 'O'), ('시,', 'O'), (' ', 'O'), ('방송될', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('없는', 'O'), (' ', 'O'), ('시간은?', 'O')]"
정부가 한국거래소를 어디로 이전시키면서 서울의 금융지구 순위가 하락하였나?,"[('정부', 'ORGANIZATION'), ('가', 'O'), (' ', 'O'), ('한국거래소', 'ORGANIZATION'), ('를', 'O'), (' ', 'O'), ('어디로', 'O'), (' ', 'O'), ('이전시키면서', 'O'), (' ', 'O'), ('서울', 'CITY'), ('의', 'O'), (' ', 'O'), ('금융지구', 'O'), (' ', 'O'), ('순위가', 'O'), (' ', 'O'), ('하락하였나?', 'O')]"
아킬레 라티가 종교 문제로 목숨을 잃어도 가고 싶어 했던 나라는?,"[('아킬레 라티', 'PERSON'), ('가', 'O'), (' ', 'O'), ('종교', 'O'), (' ', 'O'), ('문제로', 'O'), (' ', 'O'), ('목숨을', 'O'), (' ', 'O'), ('잃어도', 'O'), (' ', 'O'), ('가고', 'O'), (' ', 'O'), ('싶어', 'O'), (' ', 'O'), ('했던', 'O'), (' ', 'O'), ('나라는?', 'O')]"
세포 성분과 아크릴 아마이드의 결합을 위해 첨가되는 것은?,"[('세포', 'O'), (' ', 'O'), ('성분과', 'O'), (' ', 'O'), ('아크릴 아마이드', 'MATERIAL'), ('의', 'O'), (' ', 'O'), ('결합을', 'O'), (' ', 'O'), ('위해', 'O'), (' ', 'O'), ('첨가되는', 'O'), (' ', 'O'), ('것은?', 'O')]"
디그 더그를 움직이는데 필요한 도구는?,"[('디그 더그', 'TERM'), ('를', 'O'), (' ', 'O'), ('움직이는데', 'O'), (' ', 'O'), ('필요한', 'O'), (' ', 'O'), ('도구는?', 'O')]"
일행들과 함께 션 크러셔를 훔칠 수 있게 퀴 쥬스를 설득한 인물은?,"[('일행들과', 'O'), (' ', 'O'), ('함께', 'O'), (' ', 'O'), ('션 크러셔', 'ARTIFACT'), ('를', 'O'), (' ', 'O'), ('훔칠', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있게', 'O'), (' ', 'O'), ('퀴 쥬스', 'PERSON'), ('를', 'O'), (' ', 'O'), ('설득한', 'O'), (' ', 'O'), ('인물은?', 'O')]"
보나보가 제국주의에 대항할수 있는 진정한 힘이라 일컬은 것은?,"[('보나보', 'PERSON'), ('가', 'O'), (' ', 'O'), ('제국주의', 'THEORY'), ('에', 'O'), (' ', 'O'), ('대항할수', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('진정한', 'O'), (' ', 'O'), ('힘이라', 'O'), (' ', 'O'), ('일컬은', 'O'), (' ', 'O'), ('것은?', 'O')]"
허긴스가 신시내티 샴록스에서 사용한 가짜 이름은 무엇인가요?,"[('허긴스', 'PERSON'), ('가', 'O'), (' ', 'O'), ('신시내티', 'CITY'), (' ', 'O'), ('샴록스', 'ORGANIZATION'), ('에서', 'O'), (' ', 'O'), ('사용한', 'O'), (' ', 'O'), ('가짜', 'O'), (' ', 'O'), ('이름은', 'O'), (' ', 'O'), ('무엇인가요?', 'O')]"
가인지경영에 따르면 인재 경영은 무엇으로부터 시작되나?,"[('가인지경영', 'ORGANIZATION'), ('에', 'O'), (' ', 'O'), ('따르면', 'O'), (' ', 'O'), ('인재', 'O'), (' ', 'O'), ('경영은', 'O'), (' ', 'O'), ('무엇으로부터', 'O'), (' ', 'O'), ('시작되나?', 'O')]"
처음으로 대통령이 탄핵안이 의결 되었을 당시 이를 반대하던 당은?,"[('처음으로', 'O'), (' ', 'O'), ('대통령', 'CIVILIZATION'), ('이', 'O'), (' ', 'O'), ('탄핵안이', 'O'), (' ', 'O'), ('의결', 'O'), (' ', 'O'), ('되었을', 'O'), (' ', 'O'), ('당시', 'O'), (' ', 'O'), ('이를', 'O'), (' ', 'O'), ('반대하던', 'O'), (' ', 'O'), ('당은?', 'O')]"
단종이 사약을 받았다는 결정적 증거가 기록된 책은?,"[('단종', 'PERSON'), ('이', 'O'), (' ', 'O'), ('사약을', 'O'), (' ', 'O'), ('받았다는', 'O'), (' ', 'O'), ('결정적', 'O'), (' ', 'O'), ('증거가', 'O'), (' ', 'O'), ('기록된', 'O'), (' ', 'O'), ('책은?', 'O')]"
신시내티에서 노면전차의 승객 수를 감소시킨 교통 수단은?,"[('신시내티', 'CITY'), ('에서', 'O'), (' ', 'O'), ('노면전차', 'ARTIFACT'), ('의', 'O'), (' ', 'O'), ('승객', 'CIVILIZATION'), (' ', 'O'), ('수를', 'O'), (' ', 'O'), ('감소시킨', 'O'), (' ', 'O'), ('교통', 'O'), (' ', 'O'), ('수단은?', 'O')]"
알바니아가 오스만에 정복당한 이후 아르버레셔인들이 여러 번의 이주를 거쳐 최종적으로 자리를 잡은 곳은?,"[('알바니아', 'COUNTRY'), ('가', 'O'), (' ', 'O'), ('오스만', 'LOCATION'), ('에', 'O'), (' ', 'O'), ('정복당한', 'O'), (' ', 'O'), ('이후', 'O'), (' ', 'O'), ('아르버레셔인', 'CIVILIZATION'), ('들이', 'O'), (' ', 'O'), ('여러', 'O'), (' ', 'O'), ('번의', 'O'), (' ', 'O'), ('이주를', 'O'), (' ', 'O'), ('거쳐', 'O'), (' ', 'O'), ('최종적으로', 'O'), (' ', 'O'), ('자리를', 'O'), (' ', 'O'), ('잡은', 'O'), (' ', 'O'), ('곳은?', 'O')]"
"자주 국방 가능 국가가 독자적으로 갖추어야 할 GPS나 정보, 정찰자산 같은 자산은?","[('자주', 'O'), (' ', 'O'), ('국방', 'O'), (' ', 'O'), ('가능', 'O'), (' ', 'O'), ('국가가', 'O'), (' ', 'O'), ('독자적으로', 'O'), (' ', 'O'), ('갖추어야', 'O'), (' ', 'O'), ('할', 'O'), (' ', 'O'), ('GPS', 'TERM'), ('나', 'O'), (' ', 'O'), ('정보,', 'O'), (' ', 'O'), ('정찰자산', 'O'), (' ', 'O'), ('같은', 'O'), (' ', 'O'), ('자산은?', 'O')]"
하나의 요소로부터 만들어져 실패모양인 공추류의 뼈는?,"[('하나', 'QUANTITY'), ('의', 'O'), (' ', 'O'), ('요소로부터', 'O'), (' ', 'O'), ('만들어져', 'O'), (' ', 'O'), ('실패모양', 'TERM'), ('인', 'O'), (' ', 'O'), ('공추류의', 'O'), (' ', 'O'), ('뼈', 'TERM'), ('는?', 'O')]"
모리스가 처음으로 특정 당파에 속하게 된 연도는?,"[('모리스', 'PERSON'), ('가', 'O'), (' ', 'O'), ('처음으로', 'O'), (' ', 'O'), ('특정', 'O'), (' ', 'O'), ('당파에', 'O'), (' ', 'O'), ('속하게', 'O'), (' ', 'O'), ('된', 'O'), (' ', 'O'), ('연도는?', 'O')]"
래깅에 강경한 입장을 보인 기관의 결정에 동의한 인물은?,"[('래깅', 'TERM'), ('에', 'O'), (' ', 'O'), ('강경한', 'O'), (' ', 'O'), ('입장을', 'O'), (' ', 'O'), ('보인', 'O'), (' ', 'O'), ('기관의', 'O'), (' ', 'O'), ('결정에', 'O'), (' ', 'O'), ('동의한', 'O'), (' ', 'O'), ('인물은?', 'O')]"
이중창은 언제를 대비한 것인가?,"[('이중창은', 'O'), (' ', 'O'), ('언제를', 'O'), (' ', 'O'), ('대비한', 'O'), (' ', 'O'), ('것인가?', 'O')]"
데모스테네스가 투항한 세력은?,"[('데모스테네스', 'PERSON'), ('가', 'O'), (' ', 'O'), ('투항한', 'O'), (' ', 'O'), ('세력은?', 'O')]"
빌 클린턴이 처음으로 선거에서 패배한 연도는?,"[('빌 클린턴', 'PERSON'), ('이', 'O'), (' ', 'O'), ('처음으로', 'O'), (' ', 'O'), ('선거에서', 'O'), (' ', 'O'), ('패배한', 'O'), (' ', 'O'), ('연도는?', 'O')]"
1941년 특설부대에 체포된 항일연군 여자전사는 몇 명인가?,"[('1941년', 'DATE'), (' ', 'O'), ('특설부대에', 'O'), (' ', 'O'), ('체포된', 'O'), (' ', 'O'), ('항일연군', 'ORGANIZATION'), (' ', 'O'), ('여자', 'O'), ('전사', 'OCCUPATION'), ('는', 'O'), (' ', 'O'), ('몇', 'O'), (' ', 'O'), ('명인가?', 'O')]"
크누트를 자연으로 돌려보내자고 주장한 사람은?,"[('크누트', 'PERSON'), ('를', 'O'), (' ', 'O'), ('자연으로', 'O'), (' ', 'O'), ('돌려보내자고', 'O'), (' ', 'O'), ('주장한', 'O'), (' ', 'O'), ('사람은?', 'O')]"
경성콤그룹의 핵심 인물은?,"[('경성콤그룹', 'ORGANIZATION'), ('의', 'O'), (' ', 'O'), ('핵심', 'O'), (' ', 'O'), ('인물은?', 'O')]"
음형이 A나 B를 벗어나 독자적으로 흘러가는 부분은 몇 마디인가?,"[('음형이', 'O'), (' ', 'O'), ('A나', 'O'), (' ', 'O'), ('B를', 'O'), (' ', 'O'), ('벗어나', 'O'), (' ', 'O'), ('독자적으로', 'O'), (' ', 'O'), ('흘러가는', 'O'), (' ', 'O'), ('부분은', 'O'), (' ', 'O'), ('몇', 'O'), (' ', 'O'), ('마디인가?', 'O')]"
그리스 정부에 올림픽의 재건과 관련한 문서를 보낸 인물은?,"[('그리스', 'COUNTRY'), (' ', 'O'), ('정부', 'ORGANIZATION'), ('에', 'O'), (' ', 'O'), ('올림픽', 'EVENT'), ('의', 'O'), (' ', 'O'), ('재건과', 'O'), (' ', 'O'), ('관련한', 'O'), (' ', 'O'), ('문서를', 'O'), (' ', 'O'), ('보낸', 'O'), (' ', 'O'), ('인물은?', 'O')]"
3.1운동이 평화적 선언서 낭독으로 한국의 독립을 알리자는 의도가 감정적 시위로 변질됐다고 말한 사람은?,"[('3.1운동', 'EVENT'), ('이', 'O'), (' ', 'O'), ('평화적', 'O'), (' ', 'O'), ('선언서', 'O'), (' ', 'O'), ('낭독으로', 'O'), (' ', 'O'), ('한국', 'COUNTRY'), ('의', 'O'), (' ', 'O'), ('독립을', 'O'), (' ', 'O'), ('알리자는', 'O'), (' ', 'O'), ('의도가', 'O'), (' ', 'O'), ('감정적', 'O'), (' ', 'O'), ('시위로', 'O'), (' ', 'O'), ('변질됐다고', 'O'), (' ', 'O'), ('말한', 'O'), (' ', 'O'), ('사람은?', 'O')]"
아이챌린지 율동놀이 세미나'에서 율동놀이 이외에도 교육받을 수 있는 것은?,"[('아이챌린지 율동놀이 세미나', 'EVENT'), (""'에서"", 'O'), (' ', 'O'), ('율동놀이', 'O'), (' ', 'O'), ('이외에도', 'O'), (' ', 'O'), ('교육받을', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('것은?', 'O')]"
사람들이 sns 해시태그에 오빠딸을 태그하고 누구의 사진을 함께 게시하는가?,"[('사람들이', 'O'), (' ', 'O'), ('sns', 'O'), (' ', 'O'), ('해시태그에', 'O'), (' ', 'O'), ('오빠딸', 'CIVILIZATION'), ('을', 'O'), (' ', 'O'), ('태그하고', 'O'), (' ', 'O'), ('누구의', 'O'), (' ', 'O'), ('사진을', 'O'), (' ', 'O'), ('함께', 'O'), (' ', 'O'), ('게시하는가?', 'O')]"
예르마가 처음 공개된 곳은 어디인가?,"[('예르마', 'PERSON'), ('가', 'O'), (' ', 'O'), ('처음', 'O'), (' ', 'O'), ('공개된', 'O'), (' ', 'O'), ('곳은', 'O'), (' ', 'O'), ('어디인가?', 'O')]"
회고록을 통해 주장한 내용은 몇년도에 부정되었는가?,"[('회고록을', 'O'), (' ', 'O'), ('통해', 'O'), (' ', 'O'), ('주장한', 'O'), (' ', 'O'), ('내용은', 'O'), (' ', 'O'), ('몇년도에', 'O'), (' ', 'O'), ('부정되었는가?', 'O')]"
인간에게 심각한 다양한 질병을 초래하는 아레나바이러스의 종의 수는?,"[('인간에게', 'O'), (' ', 'O'), ('심각한', 'O'), (' ', 'O'), ('다양한', 'O'), (' ', 'O'), ('질병을', 'O'), (' ', 'O'), ('초래하는', 'O'), (' ', 'O'), ('아레나바이러스', 'TERM'), ('의', 'O'), (' ', 'O'), ('종의', 'O'), (' ', 'O'), ('수는?', 'O')]"
제임스 1세의 국적은?,"[('제임스', 'PERSON'), (' ', 'O'), ('1세', 'QUANTITY'), ('의', 'O'), (' ', 'O'), ('국적은?', 'O')]"
<조선공로자명감>을 작성한 기관은?,"[('<', 'O'), ('조선공로자명감', 'ARTIFACT'), ('>을', 'O'), (' ', 'O'), ('작성한', 'O'), (' ', 'O'), ('기관은?', 'O')]"
카스티요가 비난한 사람은?,"[('카스티요', 'PERSON'), ('가', 'O'), (' ', 'O'), ('비난한', 'O'), (' ', 'O'), ('사람은?', 'O')]"
여운형은 누구와 함께 일본으로 갔나요?,"[('여운형', 'PERSON'), ('은', 'O'), (' ', 'O'), ('누구와', 'O'), (' ', 'O'), ('함께', 'O'), (' ', 'O'), ('일본', 'COUNTRY'), ('으로', 'O'), (' ', 'O'), ('갔나요?', 'O')]"
윤치호가 병으로 인해 쓰러지는 모습을 목도한 사람은 누구인가요?,"[('윤치호', 'PERSON'), ('가', 'O'), (' ', 'O'), ('병으로', 'O'), (' ', 'O'), ('인해', 'O'), (' ', 'O'), ('쓰러지는', 'O'), (' ', 'O'), ('모습을', 'O'), (' ', 'O'), ('목도한', 'O'), (' ', 'O'), ('사람은', 'O'), (' ', 'O'), ('누구인가요?', 'O')]"
폴리포니는 누가 남긴 것인가?,"[('폴리포니는', 'O'), (' ', 'O'), ('누가', 'O'), (' ', 'O'), ('남긴', 'O'), (' ', 'O'), ('것인가?', 'O')]"
비트겐슈타인이 병원에서 봉사를 할 수 있도록 한 인물의 직업은?,"[('비트겐슈타인', 'PERSON'), ('이', 'O'), (' ', 'O'), ('병원에서', 'O'), (' ', 'O'), ('봉사를', 'O'), (' ', 'O'), ('할', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있도록', 'O'), (' ', 'O'), ('한', 'O'), (' ', 'O'), ('인물의', 'O'), (' ', 'O'), ('직업은?', 'O')]"
클레멘스 2세가 교황이 되기 전의 행보에 대해 지적한 교황청의 세력은?,"[('클레멘스', 'PERSON'), (' ', 'O'), ('2세', 'QUANTITY'), ('가', 'O'), (' ', 'O'), ('교황', 'CIVILIZATION'), ('이', 'O'), (' ', 'O'), ('되기', 'O'), (' ', 'O'), ('전의', 'O'), (' ', 'O'), ('행보에', 'O'), (' ', 'O'), ('대해', 'O'), (' ', 'O'), ('지적한', 'O'), (' ', 'O'), ('교황청', 'ORGANIZATION'), ('의', 'O'), (' ', 'O'), ('세력은?', 'O')]"
시민파빌리온이 위치한 도시는?,"[('시민파빌리온', 'ARTIFACT'), ('이', 'O'), (' ', 'O'), ('위치한', 'O'), (' ', 'O'), ('도시는?', 'O')]"
에두아르도 드 필리포의 사망일은?,"[('에두아르도 드 필리포', 'PERSON'), ('의', 'O'), (' ', 'O'), ('사망일은?', 'O')]"
김용식이 맨 처음 활동했던 곳은?,"[('김용식', 'PERSON'), ('이', 'O'), (' ', 'O'), ('맨', 'O'), (' ', 'O'), ('처음', 'O'), (' ', 'O'), ('활동했던', 'O'), (' ', 'O'), ('곳은?', 'O')]"
선 레코드에 의해 프레슬리 음반은 얼마에 팔렸는가?,"[('선', 'O'), (' ', 'O'), ('레코드에', 'O'), (' ', 'O'), ('의해', 'O'), (' ', 'O'), ('프레슬리', 'PERSON'), (' ', 'O'), ('음반은', 'O'), (' ', 'O'), ('얼마에', 'O'), (' ', 'O'), ('팔렸는가?', 'O')]"
사림 세력 제거를 모의했으며 이황과 뜻이 일치했던 세력은?,"[('사림', 'O'), (' ', 'O'), ('세력', 'O'), (' ', 'O'), ('제거를', 'O'), (' ', 'O'), ('모의했으며', 'O'), (' ', 'O'), ('이황', 'PERSON'), ('과', 'O'), (' ', 'O'), ('뜻이', 'O'), (' ', 'O'), ('일치했던', 'O'), (' ', 'O'), ('세력은?', 'O')]"
정부가 전후복구재건 사업을 시작된 후에 생긴 기구는 무엇인가?,"[('정부', 'ORGANIZATION'), ('가', 'O'), (' ', 'O'), ('전후복구재건 사업', 'TERM'), ('을', 'O'), (' ', 'O'), ('시작된', 'O'), (' ', 'O'), ('후에', 'O'), (' ', 'O'), ('생긴', 'O'), (' ', 'O'), ('기구는', 'O'), (' ', 'O'), ('무엇인가?', 'O')]"
연꽃을 표현한 문양과 함께 광배에서 볼 수 있는 또 다른 문양은?,"[('연꽃', 'PLANT'), ('을', 'O'), (' ', 'O'), ('표현한', 'O'), (' ', 'O'), ('문양과', 'O'), (' ', 'O'), ('함께', 'O'), (' ', 'O'), ('광배에서', 'O'), (' ', 'O'), ('볼', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('또', 'O'), (' ', 'O'), ('다른', 'O'), (' ', 'O'), ('문양은?', 'O')]"
이고르 댜틀로프가 이끄는 모임에서 가장 먼저 빠진 사람은?-,"[('이고르 댜틀로프', 'PERSON'), ('가', 'O'), (' ', 'O'), ('이끄는', 'O'), (' ', 'O'), ('모임에서', 'O'), (' ', 'O'), ('가장', 'O'), (' ', 'O'), ('먼저', 'O'), (' ', 'O'), ('빠진', 'O'), (' ', 'O'), ('사람은?-', 'O')]"
알렌이 사람들을 잠들게 하기 위해 사용한 것은 무엇인가?,"[('알렌', 'PERSON'), ('이', 'O'), (' ', 'O'), ('사람들을', 'O'), (' ', 'O'), ('잠들게', 'O'), (' ', 'O'), ('하기', 'O'), (' ', 'O'), ('위해', 'O'), (' ', 'O'), ('사용한', 'O'), (' ', 'O'), ('것은', 'O'), (' ', 'O'), ('무엇인가?', 'O')]"
여름철 열사병을 막기 위해 대한민국 군대는 언제 오후 일정을 시행하는가?,"[('여름철', 'DATE'), (' ', 'O'), ('열사병', 'CIVILIZATION'), ('을', 'O'), (' ', 'O'), ('막기', 'O'), (' ', 'O'), ('위해', 'O'), (' ', 'O'), ('대한민국', 'COUNTRY'), (' ', 'O'), ('군대는', 'O'), (' ', 'O'), ('언제', 'O'), (' ', 'O'), ('오후', 'TIME'), (' ', 'O'), ('일정을', 'O'), (' ', 'O'), ('시행하는가?', 'O')]"
다양한 지역에 거주하면서 전국 각지에서 살인을 저지른 인물은?,"[('다양한', 'O'), (' ', 'O'), ('지역에', 'O'), (' ', 'O'), ('거주하면서', 'O'), (' ', 'O'), ('전국', 'O'), (' ', 'O'), ('각지에서', 'O'), (' ', 'O'), ('살인', 'CIVILIZATION'), ('을', 'O'), (' ', 'O'), ('저지른', 'O'), (' ', 'O'), ('인물은?', 'O')]"
고블린 이전에 케잔을 다스리던 종족은?,"[('고블린', 'ANIMAL'), (' ', 'O'), ('이전에', 'O'), (' ', 'O'), ('케잔', 'PERSON'), ('을', 'O'), (' ', 'O'), ('다스리던', 'O'), (' ', 'O'), ('종족은?', 'O')]"
미군정의 미곡정책에 대한 반발로 일어난 사건을 일으킨 집단은?,"[('미군정', 'ORGANIZATION'), ('의', 'O'), (' ', 'O'), ('미곡정책', 'CIVILIZATION'), ('에', 'O'), (' ', 'O'), ('대한', 'O'), (' ', 'O'), ('반발로', 'O'), (' ', 'O'), ('일어난', 'O'), (' ', 'O'), ('사건을', 'O'), (' ', 'O'), ('일으킨', 'O'), (' ', 'O'), ('집단은?', 'O')]"
내전에 외국의 간섭이 금지된 것은 언제인가?,"[('내전에', 'O'), (' ', 'O'), ('외국의', 'O'), (' ', 'O'), ('간섭이', 'O'), (' ', 'O'), ('금지된', 'O'), (' ', 'O'), ('것은', 'O'), (' ', 'O'), ('언제인가?', 'O')]"
그레고리오를 라테라노 궁전에 감금한 사람은?,"[('그레고리오', 'PERSON'), ('를', 'O'), (' ', 'O'), ('라테라노 궁전', 'ARTIFACT'), ('에', 'O'), (' ', 'O'), ('감금한', 'O'), (' ', 'O'), ('사람은?', 'O')]"
미네소타대학의 식품공학과가 개발한 것은?,"[('미네소타대학', 'ORGANIZATION'), ('의', 'O'), (' ', 'O'), ('식품공학과가', 'O'), (' ', 'O'), ('개발한', 'O'), (' ', 'O'), ('것은?', 'O')]"
게오르크 프리드리히가 헝기리왕에게 오폴레 지역의 통치권을 넘긴해는?,"[('게오르크 프리드리히', 'PERSON'), ('가', 'O'), (' ', 'O'), ('헝기리', 'LOCATION'), ('왕', 'OCCUPATION'), ('에게', 'O'), (' ', 'O'), ('오폴레', 'CITY'), (' ', 'O'), ('지역의', 'O'), (' ', 'O'), ('통치권을', 'O'), (' ', 'O'), ('넘긴해는?', 'O')]"
고종의 진보적 정책을 다른 사람이 한 것으로 왜곡한 책은 언제 발행되었나?,"[('고종', 'PERSON'), ('의', 'O'), (' ', 'O'), ('진보적', 'O'), (' ', 'O'), ('정책을', 'O'), (' ', 'O'), ('다른', 'O'), (' ', 'O'), ('사람이', 'O'), (' ', 'O'), ('한', 'O'), (' ', 'O'), ('것으로', 'O'), (' ', 'O'), ('왜곡한', 'O'), (' ', 'O'), ('책은', 'O'), (' ', 'O'), ('언제', 'O'), (' ', 'O'), ('발행되었나?', 'O')]"
우르바노 5세가 이태리 전역에 십자군 원정을 명령한 해는?,"[('우르바노', 'PERSON'), (' ', 'O'), ('5세', 'QUANTITY'), ('가', 'O'), (' ', 'O'), ('이태리', 'COUNTRY'), (' ', 'O'), ('전역에', 'O'), (' ', 'O'), ('십자군', 'EVENT'), (' ', 'O'), ('원정을', 'O'), (' ', 'O'), ('명령한', 'O'), (' ', 'O'), ('해는?', 'O')]"
잭슨이 생애 첫 전투를 치른 해는?,"[('잭슨', 'PERSON'), ('이', 'O'), (' ', 'O'), ('생애', 'O'), (' ', 'O'), ('첫', 'O'), (' ', 'O'), ('전투를', 'O'), (' ', 'O'), ('치른', 'O'), (' ', 'O'), ('해는?', 'O')]"
아르군의 아들이 자랐던 곳은?,"[('아르군', 'PERSON'), ('의', 'O'), (' ', 'O'), ('아들', 'CIVILIZATION'), ('이', 'O'), (' ', 'O'), ('자랐던', 'O'), (' ', 'O'), ('곳은?', 'O')]"
요리요시가 무쓰노카미로서의 기한이 끝난 시기는?,"[('요리요시', 'PERSON'), ('가', 'O'), (' ', 'O'), ('무쓰노카미', 'PERSON'), ('로서의', 'O'), (' ', 'O'), ('기한이', 'O'), (' ', 'O'), ('끝난', 'O'), (' ', 'O'), ('시기는?', 'O')]"
도이 류이치는 무엇에 사인했다는 것이 들켜 민주당을 떠나게 되었는가?,"[('도이 류이치', 'PERSON'), ('는', 'O'), (' ', 'O'), ('무엇에', 'O'), (' ', 'O'), ('사인했다는', 'O'), (' ', 'O'), ('것이', 'O'), (' ', 'O'), ('들켜', 'O'), (' ', 'O'), ('민주당', 'ORGANIZATION'), ('을', 'O'), (' ', 'O'), ('떠나게', 'O'), (' ', 'O'), ('되었는가?', 'O')]"
오리지널 약품과 같은 성분의 제네릭 의약품은 무엇을 완료한 이후로 개발 가능한가?,"[('오리지널', 'O'), (' ', 'O'), ('약품과', 'O'), (' ', 'O'), ('같은', 'O'), (' ', 'O'), ('성분의', 'O'), (' ', 'O'), ('제네릭', 'O'), (' ', 'O'), ('의약품은', 'O'), (' ', 'O'), ('무엇을', 'O'), (' ', 'O'), ('완료한', 'O'), (' ', 'O'), ('이후로', 'O'), (' ', 'O'), ('개발', 'O'), (' ', 'O'), ('가능한가?', 'O')]"
